"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.75724129214007e-186,1.53141126890775,0.641,0.2,9.84796519885915e-182,"0","AP1M2"
8.3291895558955e-186,0.867558422084037,0.904,0.401,1.72422552996593e-181,"0","ORM2"
9.56214899657109e-186,1.1312042897889,0.897,0.415,1.97946046378018e-181,"0","OCIAD2"
1.90749051027073e-185,1.20141037479242,0.852,0.408,3.94869610531145e-181,"0","NAPRT"
2.47600449754126e-185,1.08232232758688,0.94,0.508,5.12557691036017e-181,"0","MDH2"
6.62966645429238e-185,1.17581617375218,0.81,0.341,1.37240725270307e-180,"0","USE1"
7.45334699374201e-185,1.77545192959386,0.542,0.155,1.54291736117453e-180,"0","SNAI2"
9.69980238437855e-185,1.43709414073641,0.696,0.251,2.0079560915902e-180,"0","MMAB"
1.14633243227797e-184,1.29608134209182,0.714,0.265,2.37302276805863e-180,"0","C7orf55"
5.20750655723839e-184,1.23284102583341,0.808,0.329,1.07800593241392e-179,"0","REEP6"
5.87663794215225e-184,1.00081438351692,0.804,0.365,1.21652282040494e-179,"0","CYP2D6"
1.31210852671232e-183,1.15469536072514,0.84,0.37,2.71619586114718e-179,"0","SCCPDH"
1.82968761222907e-183,1.17096533848777,0.839,0.362,3.78763632607539e-179,"0","STARD10"
2.26483699819625e-183,1.71187463849936,0.596,0.195,4.68843906996607e-179,"0","BCAT2"
4.50041895074176e-183,1.38402860409589,0.675,0.232,9.31631726993053e-179,"0","ATP6V0E2"
5.64000644286886e-183,1.32836853413737,0.728,0.284,1.16753773373828e-178,"0","MTHFS"
1.14418941828102e-182,1.30041110346026,0.689,0.248,2.36858651478354e-178,"0","ESPN"
1.20393296704422e-182,1.22290557273508,0.808,0.338,2.49226163507824e-178,"0","SLC35B1"
1.94192520402673e-182,1.1839810565652,0.847,0.357,4.01997936485573e-178,"0","UGDH"
2.10207828208774e-182,1.62962282556191,0.609,0.202,4.35151225174983e-178,"0","ACSF2"
2.78694763325157e-182,1.16240486075581,0.839,0.38,5.76926029559408e-178,"0","DPM3"
4.03718423329598e-182,2.03664262116783,0.502,0.138,8.35737508134601e-178,"0","GPD1"
7.39575686898728e-182,1.58023695212127,0.617,0.203,1.53099562944906e-177,"0","BCHE"
8.00134360991782e-182,0.469498813100111,1,0.999,1.65635814068909e-177,"0","RPS14"
8.92447047966596e-182,1.19229779747625,0.897,0.415,1.84745463399565e-177,"0","AIMP1"
1.25871332603116e-181,1.6967994166276,0.566,0.176,2.6056624562171e-177,"0","CYP4F12"
1.54266993008336e-181,1.35640100330994,0.725,0.26,3.19348102226557e-177,"0","TMEM98"
2.49390336345826e-181,1.01660057447936,0.956,0.581,5.16262935269494e-177,"0","SERPING1"
4.67313352879087e-181,0.859463506283382,0.997,0.72,9.67385371794998e-177,"0","TBCA"
6.60195224396027e-181,1.52868296457805,0.651,0.222,1.36667013402221e-176,"0","RAB40B"
1.04245553380998e-180,1.36048328049623,0.731,0.284,2.15798720054004e-176,"0","MSRB1"
2.23377813103502e-180,0.96092582996827,0.986,0.627,4.62414410905559e-176,"0","ENY2"
2.3673803856128e-180,1.33835222483095,0.795,0.353,4.90071413625706e-176,"0","CP"
2.40625075577992e-180,0.895753911541041,0.833,0.372,4.98117968954002e-176,"0","TM4SF4"
2.78822442284681e-180,1.11947610343808,0.908,0.43,5.77190337773518e-176,"0","SNF8"
7.86032068156821e-180,1.92676040263403,0.515,0.146,1.62716498429143e-175,"0","DAO"
8.12028894439103e-180,1.44443758066264,0.683,0.256,1.68098101437839e-175,"0","GPRC5C"
1.02429172728684e-179,1.29427828821622,0.757,0.283,2.12038630465648e-175,"0","OXLD1"
3.88957758946269e-179,1.76938847349486,0.576,0.185,8.05181456794671e-175,"0","CYP2J2"
4.78915718006122e-179,1.43529714137637,0.675,0.248,9.91403427844474e-175,"0","PCCB"
6.15755144522934e-179,1.76478233186936,0.586,0.188,1.27467472467693e-174,"0","SMIM1"
8.22490864661033e-179,0.988501594539337,0.974,0.566,1.7026383389348e-174,"0","MRPL41"
2.59833444742259e-178,1.53631013249057,0.633,0.218,5.37881213960951e-174,"0","TKFC"
3.82233834803794e-178,1.23821748985566,0.773,0.309,7.91262261427334e-174,"0","ACAT2"
3.99648483592243e-178,1.84902733411775,0.571,0.183,8.27312325884301e-174,"0","TTPA"
4.41155257379581e-178,1.32445909881346,0.716,0.27,9.1323549830147e-174,"0","A1CF"
4.70598914069495e-178,0.85301025780226,0.998,0.82,9.74186812015261e-174,"0","EIF3E"
5.95888584622264e-178,1.35371256345762,0.669,0.229,1.23354895902655e-173,"0","CD24"
3.88871225808211e-177,1.11752690447423,0.89,0.404,8.05002324545577e-173,"0","MRPL13"
4.04838422949723e-177,1.43285894883884,0.638,0.216,8.38056019348222e-173,"0","PDK2"
5.68220567462008e-177,0.813982091882508,0.991,0.747,1.1762733967031e-172,"0","NDUFA13"
6.06999027696564e-177,1.17387873784872,0.839,0.365,1.25654868723466e-172,"0","EXOSC4"
7.90886115062509e-177,1.99247113784193,0.525,0.154,1.6372133467909e-172,"0","LIPC"
1.21973890482783e-176,1.29983613960505,0.723,0.281,2.5249815068841e-172,"0","TUBB2A"
1.6061723816322e-176,1.47552623099196,0.64,0.221,3.32493744721682e-172,"0","HDHD3"
1.769765781613e-176,1.09273550461424,0.939,0.467,3.66359214451707e-172,"0","C8orf59"
2.81676944370727e-176,0.639594578479699,0.968,0.558,5.83099442541842e-172,"0","ORM1"
4.76992018518402e-176,2.06850369807428,0.465,0.122,9.87421177534945e-172,"0","SUGCT"
5.55123289432488e-176,1.25977330812537,0.734,0.276,1.14916072145419e-171,"0","NT5C3B"
7.89713361841448e-176,1.233270842572,0.763,0.304,1.63478563034798e-171,"0","LAPTM4B"
8.85800658261063e-176,0.860346254402721,0.892,0.435,1.83369594266623e-171,"0","F2"
1.83429524396701e-175,1.08054591379917,0.905,0.44,3.79717458453611e-171,"0","MRPS15"
1.51714130719198e-174,1.38188756473283,0.678,0.26,3.14063422001811e-170,"0","PCK2"
4.423282929243e-174,0.750536480672273,1,0.999,9.15663799182593e-170,"0","FTL"
4.69647475526713e-173,1.193419410126,0.726,0.27,9.72217239087849e-169,"0","RGS14"
4.88077751740697e-173,1.17165252605328,0.834,0.352,1.01036975387842e-168,"0","RPL26L1"
7.53113681690517e-173,1.88982653639355,0.528,0.155,1.55902063246754e-168,"0","RALY-AS1"
2.62830219752534e-172,2.33635874859422,0.439,0.11,5.44084837909721e-168,"0","RP11-238F2.1"
2.85367451306042e-171,1.20385091112692,0.79,0.307,5.90739160948637e-167,"0","NDUFAF2"
3.16130882075144e-171,1.22006746043381,0.729,0.271,6.54422538983755e-167,"0","NSMCE2"
4.95945540974147e-171,1.69348129354773,0.575,0.185,1.02665686437058e-166,"0","LINC00261"
7.14987708970155e-171,0.917091940451891,0.724,0.286,1.48009605633912e-166,"0","HMGCS2"
2.11395921093648e-170,1.34463183688295,0.716,0.284,4.37610696255961e-166,"0","HNF4A"
6.26394840120067e-170,1.1537164336851,0.851,0.398,1.29669995853255e-165,"0","RAB13"
1.15573644506689e-169,1.35277371571156,0.702,0.268,2.39249001493298e-165,"0","C8orf82"
1.56308207498953e-169,1.89897747424776,0.482,0.132,3.23573620343583e-165,"0","C2orf82"
1.82438550379941e-169,1.11853257887409,0.805,0.33,3.77666043141516e-165,"0","METTL23"
3.07941496211868e-169,1.41624640132276,0.624,0.21,6.37469691308188e-165,"0","RABEPK"
4.6488030445478e-169,1.40758129746251,0.645,0.22,9.62348718251841e-165,"0","ABCG2"
5.11502478460094e-169,1.60726177821392,0.594,0.199,1.05886128066024e-164,"0","SLC39A5"
1.267363569503e-168,1.15594922345381,0.821,0.365,2.62356932522815e-164,"0","BABAM1"
8.89024762018811e-168,1.10586688024059,0.874,0.428,1.84037015985514e-163,"0","HINT2"
1.07288617083882e-167,1.81169673554484,0.543,0.169,2.22098166225343e-163,"0","ACOX2"
1.29684748020471e-167,0.530073750510425,1,0.98,2.68460396877177e-163,"0","RPL29"
1.61431941266685e-167,1.03801810436111,0.798,0.361,3.34180261616165e-163,"0","F12"
6.29938312673845e-167,1.41906570765942,0.654,0.231,1.30403530106613e-162,"0","MTFR1"
6.31813758405313e-167,1.07440024702717,0.911,0.46,1.30791766127484e-162,"0","GTF2H5"
4.13158673172028e-166,1.00114851599364,0.965,0.534,8.55279769333416e-162,"0","MRPL51"
5.81056515111407e-166,0.783671196813813,0.996,0.766,1.20284509193212e-161,"0","MIF"
9.28054128070716e-166,1.13333016585874,0.81,0.355,1.92116485051919e-161,"0","MRPS18B"
9.8895097655213e-166,2.10073486505002,0.404,0.094,2.04722741656056e-161,"0","ZG16"
1.31508729412843e-165,1.84838488577384,0.532,0.166,2.72236220757527e-161,"0","CCL16"
3.82011768954869e-165,1.42601140471669,0.662,0.246,7.90802562913474e-161,"0","LECT2"
4.10061355862111e-165,1.0608463174343,0.897,0.469,8.48868012770157e-161,"0","UQCRC1"
7.0676806985922e-165,1.12543576969609,0.852,0.38,1.46308058141557e-160,"0","FAM195A"
1.36605733703492e-164,1.64005411317847,0.58,0.193,2.827875293396e-160,"0","ACSS3"
1.3669534730428e-164,1.45999919483798,0.611,0.207,2.8297303845459e-160,"0","DCAF4L2"
1.81993853095174e-163,1.35553846107266,0.615,0.214,3.76745475292319e-159,"0","HACL1"
2.11301370430535e-163,1.33164089361299,0.639,0.226,4.3741496692825e-159,"0","RP11-792A8.4"
4.09257886457074e-163,1.08578385149608,0.847,0.378,8.4720475075479e-159,"0","PON2"
1.10368266005647e-162,1.14853232699741,0.733,0.294,2.28473347458291e-158,"0","EBPL"
1.30757068910775e-162,0.881129599890535,0.976,0.63,2.70680208352196e-158,"0","ATPIF1"
1.48859662512153e-162,0.955164731063242,0.912,0.495,3.08154387366409e-158,"0","APOB"
5.94642632903033e-162,0.967012387861987,0.738,0.295,1.23096971437257e-157,"0","C4BPB"
8.00805163761849e-162,1.38794544422269,0.613,0.217,1.6577467695034e-157,"0","MAGED1"
1.02170123903991e-161,0.966227852263568,0.985,0.595,2.11502373493652e-157,"0","VDAC1"
2.60015182589707e-161,1.30409452769821,0.64,0.243,5.38257429478953e-157,"0","ALDH6A1"
6.41541224516685e-161,1.0700638186808,0.843,0.384,1.32805448887199e-156,"0","DNAJC19"
8.41433456762355e-161,1.00667590494169,0.944,0.491,1.74185139884375e-156,"0","KRT10"
1.70724305261948e-160,1.9873833951805,0.469,0.131,3.53416384322759e-156,"0","C1QTNF3"
2.44338030197417e-160,1.10576336112946,0.769,0.33,5.05804156311673e-156,"0","SEC13"
2.65699835942324e-160,0.873519173338957,0.985,0.653,5.50025230384206e-156,"0","PRDX6"
3.35161644983112e-160,1.35361371525033,0.64,0.225,6.93818121279541e-156,"0","ALKBH2"
3.36915470831811e-160,1.31346973540329,0.663,0.235,6.97448716168932e-156,"0","ECE2"
4.75835767032868e-160,1.79496821749383,0.499,0.149,9.85027621334739e-156,"0","TMEM82"
6.10786591256788e-160,1.22332380106964,0.725,0.294,1.26438932256068e-155,"0","ASPSCR1"
2.14464560771985e-159,1.31885667890521,0.633,0.231,4.43963087254085e-155,"0","HAO1"
3.43545936791617e-159,1.3635186623171,0.644,0.229,7.11174443752326e-155,"0","C17orf58"
8.90919234350326e-159,1.03692061291875,0.766,0.305,1.84429190702861e-154,"0","ZFAND1"
2.17055991908671e-158,1.09671833848879,0.66,0.251,4.4932760885014e-154,"0","SAA4"
2.21607141462385e-158,1.19545817928836,0.734,0.288,4.58748943541284e-154,"0","TRAP1"
4.84297112958017e-158,1.66819078330526,0.528,0.165,1.00254345353439e-153,"0","LIN7A"
5.24276842723652e-158,1.17470229886456,0.691,0.265,1.08530549212223e-153,"0","CMTM8"
5.99685128777277e-158,0.985461020387325,0.727,0.301,1.24140818508184e-153,"0","HSD17B6"
6.17434099618044e-158,1.21550283003899,0.803,0.371,1.27815032961931e-153,"0","TMEM141"
1.61547470363018e-157,1.14624576474161,0.756,0.31,3.34419418398484e-153,"0","IFI35"
1.92036845255259e-157,2.12033979991841,0.424,0.11,3.97535473362913e-153,"0","ANXA9"
2.46606755519905e-157,1.01557471190461,0.915,0.499,5.10500644601755e-153,"0","HEXB"
2.64698862633373e-157,1.81779283919379,0.477,0.136,5.47953115537345e-153,"0","RP4-710M16.2"
4.58392410972854e-157,1.40006825111309,0.547,0.175,9.48918129954905e-153,"0","GLI4"
5.37601904756175e-157,0.999836142820306,0.927,0.519,1.11288970303576e-152,"0","GRINA"
7.36922291255634e-157,1.32304634804723,0.636,0.231,1.52550283512829e-152,"0","PCTP"
1.07613073783405e-156,1.04486648832399,0.867,0.417,2.22769824039026e-152,"0","SDHB"
1.10195887830291e-156,0.760741951392958,0.709,0.276,2.28116507397485e-152,"0","CPB2"
1.19713852567314e-156,1.53369261984109,0.491,0.144,2.47819646199596e-152,"0","SLC51A"
1.41147423607301e-156,1.32088453582062,0.588,0.201,2.92189281609475e-152,"0","RBP5"
6.80501952474842e-156,1.21805556412968,0.694,0.271,1.40870709181817e-151,"0","MRPS28"
6.85482853514025e-156,0.760518660724581,0.985,0.674,1.41901805505938e-151,"0","PARK7"
7.72792270177994e-156,0.978272644292931,0.823,0.372,1.59975727849547e-151,"0","PLA2G16"
1.52366098136757e-155,0.973635753856595,0.946,0.526,3.15413059752901e-151,"0","PHPT1"
1.93821376285726e-155,1.24320006082015,0.705,0.269,4.01229631049082e-151,"0","LACTB2"
2.54732353415326e-155,1.03050199076008,0.804,0.343,5.27321444805066e-151,"0","TMEM261"
3.70329404732917e-155,0.898931124453044,0.944,0.569,7.66618900737612e-151,"0","SCP2"
3.80705336629193e-155,1.23426708889477,0.674,0.261,7.88098117356093e-151,"0","PGM1"
7.67302780513095e-155,1.25970900399843,0.588,0.202,1.58839348594016e-150,"0","BTD"
1.19873649737673e-154,1.34238516177287,0.614,0.218,2.48150442321957e-150,"0","GNPNAT1"
1.21725126357486e-154,0.90269364286466,0.946,0.487,2.51983184072632e-150,"0","LSM4"
1.53075915746232e-154,1.82256443793913,0.453,0.126,3.16882453186275e-150,"0","SLCO1B1"
1.81007344840634e-154,1.11760332903107,0.722,0.286,3.74703304554596e-150,"0","DDX49"
1.98318848446013e-154,1.3416963710163,0.629,0.224,4.10539848168091e-150,"0","ECHDC3"
2.07550127451128e-154,0.930012351403119,0.933,0.521,4.29649518836579e-150,"0","LINC00493"
3.29020100576854e-154,1.04237321349921,0.864,0.416,6.81104510204145e-150,"0","MTCH2"
4.76802401840964e-154,1.4035744107764,0.595,0.212,9.87028652050979e-150,"0","SERPINA10"
1.20411291435226e-153,1.17868429762441,0.754,0.342,2.49263414400061e-149,"0","CYP3A5"
1.3212117205008e-153,1.05291017114788,0.832,0.359,2.7350403826087e-149,"0","PSMD3"
1.37143304189288e-153,0.724733249059056,0.972,0.601,2.83900354002245e-149,"0","BLVRB"
3.35132266412823e-153,0.731659174787693,0.994,0.771,6.93757304701185e-149,"0","PSMA7"
5.13073365442021e-153,0.962897643735853,0.918,0.472,1.06211317380153e-148,"0","PSMC5"
5.46422499113055e-153,1.03391077623261,0.845,0.419,1.13114921541393e-148,"0","POR"
6.65651640521409e-153,1.15977184199103,0.703,0.283,1.37796546104337e-148,"0","CYHR1"
9.0729349679993e-153,1.04857551199074,0.857,0.399,1.87818826772554e-148,"0","STOML2"
2.13756877097549e-152,0.878567246313557,0.814,0.381,4.42498111279636e-148,"0","ASGR1"
3.28236111887779e-152,0.926426397275691,0.969,0.595,6.79481575218892e-148,"0","MRPS21"
3.65056880470588e-152,0.891780595713215,0.916,0.421,7.55704248262165e-148,"0","PERP"
4.80553107899152e-152,1.2169531468366,0.703,0.271,9.94792988662034e-148,"0","TMEM101"
8.82894609873701e-152,1.02679227640772,0.849,0.373,1.82768013189955e-147,"0","PGD"
1.31593868954297e-151,0.567753699645043,1,0.954,2.7241246812229e-147,"0","RPL23"
2.23397185096646e-151,0.957229376594088,0.855,0.384,4.62454512868568e-147,"0","CCDC167"
2.78599522691916e-151,1.10175804525939,0.833,0.402,5.76728871924534e-147,"0","NAA20"
2.92336696531764e-151,0.847799156379528,0.971,0.635,6.05166195490405e-147,"0","PRDX5"
3.67902685929492e-151,1.01423571816104,0.783,0.336,7.6159535014264e-147,"0","GCHFR"
3.87061455771867e-151,1.22389279124141,0.628,0.218,8.01255919593341e-147,"0","IL17RB"
3.98619814013337e-151,1.01630606317653,0.736,0.278,8.25182876989008e-147,"0","TMEM97"
4.1819291395226e-151,1.02250129149507,0.809,0.342,8.65701151172573e-147,"0","POLR2H"
9.54558720631155e-151,1.26755907493538,0.707,0.284,1.97603200757855e-146,"0","AFMID"
1.01394982164397e-150,0.917232626264757,0.921,0.446,2.09897752578519e-146,"0","SELM"
1.63119002244914e-150,1.59284696871853,0.529,0.171,3.37672646547197e-146,"0","CPN2"
1.71238906922218e-150,1.44917391378943,0.548,0.177,3.54481661219684e-146,"0","RP11-81H14.2"
2.48253733681943e-150,1.02980110991322,0.792,0.373,5.1391005409499e-146,"0","HAGH"
3.73782402976155e-150,1.2507476624038,0.629,0.238,7.73766952400938e-146,"0","SELENBP1"
9.56576282855983e-150,1.48364314789679,0.57,0.196,1.98020856314017e-145,"0","ALDH1B1"
4.28822376733857e-149,2.0135541156905,0.362,0.082,8.87705202076757e-145,"0","ALPK2"
6.29829037857843e-149,1.4994522478299,0.445,0.121,1.30380909126952e-144,"0","ABCA6"
1.63029489007268e-148,0.977192802382267,0.889,0.444,3.37487345193946e-144,"0","UQCC2"
1.75563467337978e-148,1.47526749956559,0.554,0.188,3.63433933736348e-144,"0","NUDT7"
2.14668663729075e-148,0.973623085267006,0.847,0.398,4.44385600785558e-144,"0","ZNF593"
2.17519523627361e-148,0.999534199701468,0.792,0.346,4.50287165861001e-144,"0","COPS5"
2.75017193994175e-148,1.01479397477222,0.817,0.358,5.69313093287342e-144,"0","SDC1"
2.88776889196432e-148,2.09808907389574,0.378,0.092,5.97797038325534e-144,"0","SLC16A4"
6.54446047576664e-148,0.989685661690075,0.715,0.284,1.35476876308845e-143,"0","YBEY"
2.05709521162834e-147,1.27008321231487,0.608,0.213,4.25839279759183e-143,"0","MRPL46"
2.54224812642602e-147,0.997345600051161,0.886,0.422,5.2627078465145e-143,"0","SLC25A39"
3.27238205908732e-147,0.975785016403806,0.753,0.333,6.77415810051665e-143,"0","APOA5"
1.81264963689425e-146,1.15257011242997,0.664,0.259,3.75236601333478e-142,"0","SCRN2"
2.9288787039946e-146,1.1020099642402,0.664,0.254,6.06307180513922e-142,"0","SLC50A1"
3.3133057068105e-146,1.26365247722315,0.673,0.257,6.85887414366842e-142,"0","NEK6"
3.80293557889727e-146,1.08835538168224,0.736,0.308,7.87245694187523e-142,"0","RPF2"
6.07892922716135e-146,1.09152990420155,0.722,0.284,1.25839913931467e-141,"0","PSMG4"
1.20253595430457e-145,1.65925815083004,0.474,0.145,2.48936967900588e-141,"0","TIPARP-AS1"
1.74341157893842e-145,1.28021105589823,0.627,0.234,3.60903630956042e-141,"0","TMEM161A"
3.71198364430513e-145,0.989993354192228,0.862,0.395,7.68417734207605e-141,"0","TAF9"
8.41821077418114e-145,0.878574998145951,0.952,0.579,1.74265381236324e-140,"0","LAMTOR5"
1.31689682129272e-144,1.05677471974042,0.825,0.412,2.72610810975807e-140,"0","DHRS3"
3.80976571604852e-144,0.855273987842031,0.973,0.641,7.88659600879205e-140,"0","PPIB"
5.95578851144779e-144,0.996437372778191,0.798,0.335,1.23290777975481e-139,"0","TMEM106C"
1.36256516088659e-143,1.22414315236366,0.611,0.228,2.82064613955133e-139,"0","IGSF8"
1.84351378344351e-143,1.43268075791802,0.561,0.195,3.81625788310642e-139,"0","MACROD1"
2.01890854305835e-143,0.991947371165857,0.827,0.368,4.1793425749851e-139,"0","ZCRB1"
2.27236366073236e-143,0.82704638513273,0.987,0.676,4.70402001408207e-139,"0","UQCR10"
3.54946334086715e-143,1.35914416731532,0.565,0.195,7.34774406192909e-139,"0","NR1H4"
6.87611839949493e-143,0.953363008177124,0.712,0.291,1.42342526987944e-138,"0","PIGP"
9.12332059101159e-143,1.05889901683973,0.746,0.321,1.88861859554531e-138,"0","KIF22"
1.24251186928392e-142,1.43294094516118,0.541,0.179,2.57212382060463e-138,"0","AMT"
1.3418165416341e-142,0.686903551851712,0.998,0.774,2.77769442283675e-138,"0","TPI1"
1.44927128633628e-142,1.58896635873763,0.477,0.147,3.00013648984474e-138,"0","RDH16"
1.57281648333015e-142,0.9003580330071,0.923,0.507,3.25588740214175e-138,"0","POLR2F"
2.44396808368638e-142,0.959835906336911,0.798,0.347,5.05925833003917e-138,"0","SMARCE1"
6.84843006792231e-142,1.18666929976849,0.65,0.245,1.4176935083606e-137,"0","SWI5"
8.03374441946149e-142,1.00265744599725,0.812,0.38,1.66306543227272e-137,"0","PSMF1"
2.30904818554573e-141,1.15407126785207,0.653,0.256,4.77996064889822e-137,"0","SQLE"
3.27764013860698e-141,1.24907663131991,0.596,0.214,6.7850428509303e-137,"0","SNHG19"
3.41686366431705e-141,0.970515133319698,0.804,0.363,7.07324947150273e-137,"0","MRPS33"
5.06929308185527e-141,1.46333885193917,0.483,0.151,1.04939436087486e-136,"0","NSDHL"
8.04703152085507e-141,0.955501186574789,0.839,0.379,1.66581599513221e-136,"0","CISD1"
1.46338459163653e-140,0.93624988271084,0.952,0.538,3.02935244314678e-136,"0","RAB5C"
1.71715497249432e-140,1.05578250227436,0.666,0.257,3.55468250856049e-136,"0","EBAG9"
5.39736900003111e-140,0.610478250638699,0.997,0.822,1.11730935669644e-135,"0","SKP1"
5.64363120069769e-140,1.72155413707918,0.418,0.115,1.16828809485643e-135,"0","DNAJC12"
6.99768462916676e-140,0.950778529787349,0.906,0.472,1.44859069508381e-135,"0","MRPL55"
9.38246063720091e-140,1.82505319138167,0.455,0.139,1.94226317650696e-135,"0","UGT2B11"
1.07586009318885e-139,1.45273422745201,0.535,0.184,2.22713797891025e-135,"0","FBXO2"
2.09787882449656e-139,0.996277712082345,0.827,0.381,4.34281895459034e-135,"0","PIN4"
3.14651546862763e-139,0.947328585358431,0.812,0.383,6.51360167160606e-135,"0","TFG"
3.27844529081782e-139,0.89191539368145,0.919,0.548,6.78670959652198e-135,"0","ZNHIT1"
8.15076867114253e-139,1.66572158959338,0.49,0.158,1.68729062261321e-134,"0","TRIM55"
1.25231927271883e-138,1.03076077463984,0.781,0.336,2.59242612645525e-134,"0","SIGMAR1"
1.87219716571379e-138,0.903870667465789,0.893,0.432,3.87563535274412e-134,"0","CCT5"
2.23452578805357e-138,1.28223316533742,0.587,0.213,4.62569183384969e-134,"0","TRPM4"
2.31351654619016e-138,1.31906389951996,0.565,0.201,4.78921060226824e-134,"0","TMEM53"
3.30762901190881e-138,1.57119286097252,0.524,0.176,6.84712281755244e-134,"0","ZSCAN31"
4.24927611589173e-138,0.924877330323838,0.722,0.293,8.79642648750746e-134,"0","COX11"
4.4230367876325e-138,0.954804249482041,0.735,0.301,9.15612845407803e-134,"0","DCAF13"
8.75843292936461e-138,0.926152838295209,0.857,0.417,1.81308320070777e-133,"0","PSMA5"
3.31447206061577e-137,1.41686018353848,0.564,0.2,6.86128861268071e-133,"0","TTLL4"
3.67744731618253e-137,0.674288919368308,0.996,0.785,7.61268368922945e-133,"0","GPX4"
3.74172629005041e-137,1.13885156301301,0.619,0.237,7.74574759303336e-133,"0","RPP25L"
4.81454819677043e-137,0.713700366070889,0.996,0.771,9.96659622213446e-133,"0","USMG5"
7.26975321884116e-137,1.35937396459871,0.591,0.211,1.50491161383231e-132,"0","TPD52L1"
